0.000056,0.000000,0.999944
0.000037,0.000000,0.999963
1.000000,0.000000,0.000000
0.000007,0.000000,0.999993
0.000015,0.000000,0.999985
0.999986,0.000013,0.000001
0.996827,0.003173,0.000000
1.000000,0.000000,0.000000
0.952199,0.000099,0.047701
0.000002,0.000000,0.999998
0.000094,0.000000,0.999906
0.001757,0.000002,0.998242
0.000442,0.000000,0.999558
0.000001,0.000000,0.999999
0.000674,0.000000,0.999326
1.000000,0.000000,0.000000
0.999985,0.000010,0.000005
0.000032,0.000000,0.999968
1.000000,0.000000,0.000000
0.999664,0.000016,0.000320
0.999965,0.000008,0.000027
0.000000,0.000000,1.000000
0.000128,0.000000,0.999871
0.000001,0.000000,0.999999
1.000000,0.000000,0.000000
0.000000,0.000000,1.000000
0.999999,0.000001,0.000000
0.000000,0.000000,1.000000
0.000080,0.000000,0.999920
0.000006,0.000000,0.999994
0.000001,0.000000,0.999999
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.000037,0.000000,0.999962
0.000229,0.000000,0.999770
1.000000,0.000000,0.000001
0.000001,0.000000,0.999999
0.999994,0.000006,0.000000
0.000007,0.000000,0.999993
0.000001,0.000000,0.999999
1.000000,0.000000,0.000000
0.999998,0.000001,0.000001
1.000000,0.000000,0.000000
0.000021,0.000000,0.999979
0.005321,0.000000,0.994679
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.002411,0.000000,0.997589
0.000000,0.000000,1.000000
0.000000,0.000000,1.000000
0.999988,0.000009,0.000002
0.000308,0.000000,0.999692
0.000038,0.000000,0.999962
0.999967,0.000001,0.000032
1.000000,0.000000,0.000000
0.999840,0.000000,0.000160
0.000000,0.000000,1.000000
0.999999,0.000000,0.000000
1.000000,0.000000,0.000000
0.000001,0.000000,0.999999
0.000012,0.000000,0.999988
0.000003,0.000000,0.999997
0.000057,0.000000,0.999943
0.000033,0.000000,0.999967
0.999839,0.000018,0.000143
0.000000,0.000000,1.000000
0.973686,0.026260,0.000054
0.999715,0.000000,0.000285
0.000318,0.000000,0.999681
0.999974,0.000005,0.000021
0.999967,0.000004,0.000029
1.000000,0.000000,0.000000
0.001546,0.000001,0.998454
0.000019,0.000000,0.999981
0.000846,0.000001,0.999153
0.000012,0.000000,0.999988
0.000000,0.000000,1.000000
0.999995,0.000000,0.000005
0.000086,0.000000,0.999914
0.000007,0.000000,0.999993
0.000404,0.000000,0.999596
1.000000,0.000000,0.000000
1.000000,0.000000,0.000000
0.000000,0.000000,1.000000
0.000002,0.000000,0.999998
1.000000,0.000000,0.000000
0.999988,0.000003,0.000009
0.001271,0.000000,0.998729
0.000023,0.000000,0.999977
0.000002,0.000000,0.999998
0.000028,0.000000,0.999972
0.999989,0.000007,0.000004
0.000042,0.000000,0.999958
1.000000,0.000000,0.000000
0.000263,0.000000,0.999737
0.999599,0.000105,0.000296
0.000247,0.000000,0.999753
0.000092,0.000001,0.999907
0.000413,0.000000,0.999587
0.000005,0.000000,0.999995
0.000063,0.000000,0.999936
0.000265,0.000000,0.999735
1.000000,0.000000,0.000000
0.000460,0.000000,0.999540
0.000010,0.000000,0.999990
0.999973,0.000020,0.000007
0.000063,0.000000,0.999937
0.999994,0.000000,0.000006
0.999996,0.000002,0.000002
0.000025,0.000000,0.999975
